city_name;UF;ibge_cod;GADM_GID_2;pop_2020;MHDI_tot;MHDI_long;MHDI_edu;MHDI_inc;SVI_tot;SVI_inf;SVI_hum;SVI_wrk;MHDI_quantiles;;MHDI quartiles;;SVI quartiles;
Cruzília/MG;MG;3120805;BRA.13.231_1; 15.474 ;0,695;0,671;0,853;0,587;0,287;0,183;0,32;0,358; 0,626 ;;;;;
Sapucaí-Mirim/MG;MG;3165404;BRA.13.770_1; 6.989 ;0,68;0,664;0,842;0,563;0,287;0,067;0,474;0,319; 0,557 ;;;;;
Serra da Saudade/MG;MG;3166600;BRA.13.785_1; 776 ;0,677;0,663;0,863;0,542;0,287;0,368;0,292;0,201; 0,546 ;;;;;
São Thomé das Letras/MG;MG;3165206;BRA.13.766_1; 7.120 ;0,667;0,64;0,801;0,578;0,287;0,192;0,36;0,308; 0,504 ;;;;;
Conceição de Macabu/RJ;RJ;3301405;BRA.19.22_1; 23.398 ;0,712;0,698;0,806;0,642;0,287;0,15;0,386;0,326; 0,717 ;;;;;
Icém/SP;SP;3519808;BRA.25.228_1; 8.304 ;0,72;0,716;0,806;0,646;0,287;0,336;0,262;0,264; 0,761 ;;;;;
Marmeleiro/PR;PR;4115408;BRA.16.215_1; 14.387 ;0,722;0,73;0,842;0,613;0,287;0,174;0,303;0,384; 0,772 ;;;;;
Pitanga/PR;PR;4119608;BRA.16.274_1; 29.994 ;0,702;0,696;0,802;0,621;0,287;0,136;0,355;0,369; 0,664 ;;;;;
Rodeio Bonito/RS;RS;4315909;BRA.21.326_1; 5.868 ;0,732;0,733;0,842;0,636;0,287;0,267;0,253;0,342; 0,821 ;;;;;
Erval Seco/RS;RS;4307302;BRA.21.140_1; 6.802 ;0,685;0,666;0,821;0,589;0,287;0,057;0,341;0,464; 0,581 ;;;;;
Jateí/MS;MS;5005103;BRA.11.45_1; 4.021 ;0,708;0,716;0,857;0,579;0,287;0,189;0,429;0,243; 0,695 ;;;;;
Rio Negro/MS;MS;5007307;BRA.11.63_1; 4.793 ;0,709;0,702;0,869;0,585;0,287;0,078;0,432;0,35; 0,701 ;;;;;
Avelinópolis/GO;GO;5202809;BRA.9.31_1; 2.409 ;0,66;0,682;0,828;0,508;0,287;0,04;0,433;0,388; 0,474 ;;;;;
Goianésia/GO;GO;5208608;BRA.9.92_1; 71.075 ;0,727;0,719;0,84;0,636;0,287;0,262;0,297;0,303; 0,796 ;;;;;
Brazabrantes/GO;GO;5203609;BRA.9.39_1; 3.746 ;0,701;0,677;0,826;0,615;0,287;0,206;0,338;0,317; 0,658 ;;;;;
Picos/PI;PI;2208007;BRA.18.157_1; 78.431 ;0,698;0,684;0,8;0,621;0,286;0,12;0,364;0,373; 0,641 ;;;;;
Sobral/CE;CE;2312908;BRA.6.167_1; 210.711 ;0,714;0,647;0,832;0,675;0,286;0,098;0,381;0,379; 0,728 ;;;;;
João Pessoa/PB;PB;2507507;BRA.15.95_1; 817.511 ;0,763;0,77;0,832;0,693;0,286;0,238;0,329;0,292; 0,940 ;;;;;
Senador José Bento/MG;MG;3165800;BRA.13.777_1; 1.461 ;0,684;0,663;0,824;0,585;0,286;0,209;0,244;0,404; 0,576 ;;;;;
Virgínia/MG;MG;3171709;BRA.13.849_1; 8.663 ;0,651;0,635;0,829;0,523;0,286;0,122;0,387;0,349; 0,440 ;;;;;
Alto Rio Novo/ES;ES;3200359;BRA.8.5_1; 7.874 ;0,664;0,634;0,815;0,567;0,286;0,141;0,337;0,38; 0,492 ;;;;;
Areias/SP;SP;3503505;BRA.25.41_1; 3.896 ;0,697;0,627;0,803;0,672;0,286;0,106;0,427;0,325; 0,635 ;;;;;
Nova Guataporanga/SP;SP;3533106;BRA.25.375_1; 2.325 ;0,726;0,707;0,842;0,644;0,286;0,301;0,246;0,311; 0,792 ;;;;;
Pontal/SP;SP;3540200;BRA.25.451_1; 50.852 ;0,725;0,718;0,838;0,633;0,286;0,181;0,441;0,235; 0,786 ;;;;;
Ribeirão Grande/SP;SP;3543253;BRA.25.487_1; 7.679 ;0,705;0,643;0,807;0,676;0,286;0,231;0,315;0,313; 0,681 ;;;;;
Severínia/SP;SP;3551900;BRA.25.580_1; 17.661 ;0,715;0,709;0,807;0,638;0,286;0,356;0,331;0,171; 0,733 ;;;;;
São Miguel Arcanjo/SP;SP;3550209;BRA.25.563_1; 33.002 ;0,71;0,708;0,799;0,633;0,286;0,176;0,37;0,311; 0,705 ;;;;;
Aguaí/SP;SP;3500303;BRA.25.3_1; 36.648 ;0,715;0,703;0,858;0,606;0,286;0,26;0,34;0,257; 0,733 ;;;;;
Cajuru/SP;SP;3509403;BRA.25.106_1; 26.393 ;0,713;0,693;0,825;0,633;0,286;0,262;0,37;0,226; 0,722 ;;;;;
Jesuítas/PR;PR;4112751;BRA.16.181_1; 8.330 ;0,705;0,68;0,839;0,615;0,286;0,222;0,305;0,332; 0,681 ;;;;;
Barra Bonita/SC;SC;4202099;BRA.24.31_1; 1.651 ;0,701;0,692;0,83;0,599;0,286;0,185;0,338;0,335; 0,658 ;;;;;
Pantano Grande/RS;RS;4313953;BRA.21.281_1; 9.083 ;0,661;0,676;0,816;0,524;0,286;0,146;0,409;0,303; 0,479 ;;;;;
Nova Roma do Sul/RS;RS;4313359;BRA.21.268_1; 3.717 ;0,741;0,794;0,851;0,602;0,286;0,314;0,231;0,312; 0,863 ;;;;;
Jaboticaba/RS;RS;4310850;BRA.21.206_1; 3.773 ;0,658;0,636;0,82;0,547;0,286;0,094;0,332;0,431; 0,467 ;;;;;
Mairipotaba/GO;GO;5212600;BRA.9.132_1; 2.363 ;0,745;0,748;0,854;0,648;0,286;0,187;0,327;0,343; 0,880 ;;;;;
Cabedelo/PB;PB;2503209;BRA.15.41_1; 68.767 ;0,748;0,782;0,822;0,651;0,285;0,122;0,388;0,345; 0,892 ;;;;;
Bom Repouso/MG;MG;3107901;BRA.13.83_1; 10.537 ;0,653;0,647;0,821;0,523;0,285;0,134;0,358;0,364; 0,448 ;;;;;
Espera Feliz/MG;MG;3124203;BRA.13.274_1; 25.122 ;0,663;0,663;0,846;0,52;0,285;0,108;0,398;0,349; 0,488 ;;;;;
Prudente de Morais/MG;MG;3153608;BRA.13.628_1; 10.834 ;0,69;0,658;0,795;0,629;0,285;0,175;0,341;0,34; 0,605 ;;;;;
Santa Isabel/SP;SP;3546801;BRA.25.526_1; 57.966 ;0,738;0,7;0,834;0,689;0,285;0,274;0,292;0,289; 0,847 ;;;;;
Teodoro Sampaio/SP;SP;3554300;BRA.25.608_1; 23.273 ;0,741;0,699;0,856;0,679;0,285;0,19;0,322;0,344; 0,863 ;;;;;
Guarujá/SP;SP;3518701;BRA.25.213_1; 322.750 ;0,751;0,729;0,854;0,679;0,285;0,249;0,333;0,274; 0,901 ;;;;;
Embaúba/SP;SP;3514957;BRA.25.167_1; 2.449 ;0,73;0,723;0,84;0,641;0,285;0,404;0,267;0,184; 0,811 ;;;;;
Lunardelli/PR;PR;4113759;BRA.16.196_1; 4.744 ;0,69;0,655;0,826;0,607;0,285;0,167;0,333;0,355; 0,605 ;;;;;
Abatiá/PR;PR;4100103;BRA.16.1_1; 7.408 ;0,687;0,676;0,804;0,596;0,285;0,176;0,352;0,327; 0,590 ;;;;;
Belmonte/SC;SC;4202156;BRA.24.34_1; 2.709 ;0,705;0,699;0,82;0,611;0,285;0,183;0,304;0,369; 0,681 ;;;;;
Eldorado do Sul/RS;RS;4306767;BRA.21.130_1; 41.902 ;0,717;0,717;0,844;0,609;0,285;0,3;0,339;0,216; 0,743 ;;;;;
Israelândia/GO;GO;5210307;BRA.9.111_1; 2.786 ;0,711;0,664;0,831;0,652;0,285;0,125;0,36;0,37; 0,713 ;;;;;
Floriano/PI;PI;2203909;BRA.18.82_1; 60.025 ;0,7;0,676;0,802;0,633;0,284;0,147;0,36;0,344; 0,652 ;;;;;
Bom Sucesso/MG;MG;3108008;BRA.13.84_1; 17.607 ;0,692;0,68;0,808;0,602;0,284;0,26;0,322;0,27; 0,611 ;;;;;
Laranja da Terra/ES;ES;3203163;BRA.8.42_1; 10.933 ;0,656;0,633;0,81;0,55;0,284;0,148;0,326;0,378; 0,459 ;;;;;
Dores do Rio Preto/ES;ES;3202009;BRA.8.23_1; 6.771 ;0,654;0,635;0,813;0,542;0,284;0,043;0,456;0,353; 0,451 ;;;;;
Saquarema/RJ;RJ;3305505;BRA.19.80_1; 90.583 ;0,709;0,714;0,804;0,621;0,284;0,142;0,375;0,334; 0,701 ;;;;;
Duas Barras/RJ;RJ;3301603;BRA.19.24_1; 11.528 ;0,659;0,677;0,79;0,534;0,284;0,162;0,344;0,345; 0,470 ;;;;;
Engenheiro Coelho/SP;SP;3515152;BRA.25.171_1; 21.249 ;0,732;0,72;0,815;0,668;0,284;0,299;0,341;0,212; 0,821 ;;;;;
Clementina/SP;SP;3511904;BRA.25.134_1; 8.757 ;0,725;0,704;0,821;0,66;0,284;0,361;0,31;0,18; 0,786 ;;;;;
Guatapará/SP;SP;3518859;BRA.25.215_1; 7.709 ;0,743;0,724;0,822;0,688;0,284;0,146;0,36;0,345; 0,871 ;;;;;
Quatro Barras/PR;PR;4120804;BRA.16.292_1; 23.911 ;0,742;0,74;0,831;0,665;0,284;0,408;0,246;0,198; 0,866 ;;;;;
Santo Antônio da Platina/PR;PR;4124103;BRA.16.337_1; 46.251 ;0,718;0,733;0,817;0,617;0,284;0,229;0,364;0,258; 0,749 ;;;;;
Portão/RS;RS;4314803;BRA.21.304_1; 37.561 ;0,713;0,725;0,856;0,584;0,284;0,232;0,408;0,213; 0,722 ;;;;;
Herveiras/RS;RS;4309571;BRA.21.180_1; 3.019 ;0,616;0,67;0,792;0,441;0,284;0,114;0,476;0,263; 0,318 ;;;;;
Itapetinga/BA;BA;2916401;BRA.5.195_1; 76.795 ;0,667;0,667;0,79;0,562;0,283;0,065;0,421;0,364; 0,504 ;;;;;
São Gonçalo do Rio Abaixo/MG;MG;3161908;BRA.13.725_1; 11.019 ;0,667;0,658;0,792;0,569;0,283;0,055;0,413;0,382; 0,504 ;;;;;
São Vicente do Sul/RS;RS;4319802;#N/A; 8.732 ;0,685;0,698;0,831;0,553;0,283;0,086;0,401;0,361; 0,581 ;;;;;
Mimoso do Sul/ES;ES;3203403;BRA.8.48_1; 26.115 ;0,67;0,672;0,827;0,541;0,283;0,123;0,358;0,369; 0,516 ;;;;;
São Luiz do Paraitinga/SP;SP;3550001;BRA.25.561_1; 10.690 ;0,697;0,691;0,826;0,593;0,283;0,179;0,35;0,32; 0,635 ;;;;;
Paulo de Faria/SP;SP;3536604;BRA.25.414_1; 8.959 ;0,725;0,721;0,8;0,662;0,283;0,24;0,288;0,321; 0,786 ;;;;;
Cajati/SP;SP;3509254;BRA.25.104_1; 28.494 ;0,694;0,658;0,832;0,611;0,283;0,101;0,412;0,337; 0,622 ;;;;;
Guarantã/SP;SP;3518107;BRA.25.207_1; 6.675 ;0,713;0,698;0,832;0,623;0,283;0,195;0,369;0,284; 0,722 ;;;;;
Marilena/PR;PR;4115002;BRA.16.210_1; 7.084 ;0,681;0,651;0,828;0,585;0,283;0,217;0,301;0,332; 0,562 ;;;;;
São Carlos do Ivaí/PR;PR;4124608;BRA.16.342_1; 6.920 ;0,682;0,703;0,825;0,547;0,283;0,271;0,374;0,203; 0,566 ;;;;;
Abelardo Luz/SC;SC;4200101;BRA.24.2_1; 17.960 ;0,696;0,684;0,852;0,578;0,283;0,113;0,371;0,364; 0,630 ;;;;;
Dionísio Cerqueira/SC;SC;4205001;BRA.24.80_1; 15.545 ;0,706;0,703;0,82;0,61;0,283;0,085;0,433;0,33; 0,684 ;;;;;
Bom Jesus/SC;SC;4202537;BRA.24.41_1; 3.057 ;0,718;0,74;0,827;0,606;0,283;0,261;0,32;0,268; 0,749 ;;;;;
Segredo/RS;RS;4320263;BRA.21.395_1; 7.444 ;0,659;0,673;0,811;0,525;0,283;0,072;0,371;0,405; 0,470 ;;;;;
Porto Mauá/RS;RS;4315057;BRA.21.307_1; 2.352 ;0,698;0,672;0,831;0,608;0,283;0,147;0,251;0,451; 0,641 ;;;;;
Vitória das Missões/RS;RS;4323754;BRA.21.466_1; 3.092 ;0,655;0,659;0,809;0,526;0,283;0,055;0,301;0,492; 0,455 ;;;;;
Unistalda/RS;RS;4322376;BRA.21.443_1; 2.321 ;0,649;0,626;0,804;0,542;0,283;0,154;0,329;0,365; 0,433 ;;;;;
Alto Paraíso/PR;PR;4128625;#N/A; 2.685 ;0,678;0,677;0,829;0,556;0,283;0,098;0,399;0,352; 0,550 ;;;;;
Constantina/RS;RS;4305801;BRA.21.106_1; 9.907 ;0,754;0,726;0,885;0,668;0,283;0,116;0,303;0,431; 0,912 ;;;;;
Indiara/GO;GO;5209952;BRA.9.107_1; 15.787 ;0,701;0,694;0,837;0,593;0,283;0,163;0,345;0,34; 0,658 ;;;;;
Santo Antônio da Barra/GO;GO;5219712;BRA.9.207_1; 4.854 ;0,691;0,665;0,835;0,593;0,283;0,078;0,447;0,324; 0,608 ;;;;;
Cariri do Tocantins/TO;TO;1703867;BRA.27.31_1; 4.441 ;0,662;0,639;0,826;0,549;0,282;0,068;0,332;0,447; 0,484 ;;;;;
Abre Campo/MG;MG;3100302;BRA.13.3_1; 13.444 ;0,654;0,646;0,823;0,525;0,282;0,137;0,367;0,343; 0,451 ;;;;;
Raul Soares/MG;MG;3154002;BRA.13.632_1; 23.711 ;0,655;0,658;0,823;0,52;0,282;0,076;0,392;0,377; 0,455 ;;;;;
Populina/SP;SP;3540408;BRA.25.454_1; 4.152 ;0,714;0,699;0,804;0,647;0,282;0,218;0,367;0,261; 0,728 ;;;;;
Santa Cecília/SC;SC;4215505;BRA.24.229_1; 16.918 ;0,698;0,697;0,819;0,597;0,282;0,14;0,395;0,31; 0,641 ;;;;;
Salto do Jacuí/RS;RS;4316451;BRA.21.334_1; 12.481 ;0,687;0,693;0,837;0,558;0,282;0,101;0,412;0,333; 0,590 ;;;;;
Ronda Alta/RS;RS;4316105;BRA.21.328_1; 10.617 ;0,724;0,729;0,867;0,6;0,282;0,187;0,347;0,313; 0,781 ;;;;;
Gramado Xavier/RS;RS;4309159;BRA.21.172_1; 4.352 ;0,634;0,681;0,792;0,473;0,282;0,021;0,375;0,451; 0,383 ;;;;;
Rolador/RS;RS;4315958;#N/A; 2.296 ;0,689;0,676;0,834;0,579;0,282;0,105;0,311;0,431; 0,600 ;;;;;
Edealina/GO;GO;5207352;BRA.9.81_1; 3.688 ;0,702;0,722;0,808;0,594;0,282;0,098;0,328;0,42; 0,664 ;;;;;
Belo Vale/MG;MG;3106408;BRA.13.67_1; 7.719 ;0,655;0,672;0,814;0,514;0,281;0,193;0,331;0,32; 0,455 ;;;;;
Dores do Turvo/MG;MG;3123304;BRA.13.262_1; 4.230 ;0,629;0,613;0,829;0,49;0,281;0,026;0,412;0,405; 0,367 ;;;;;
Entre Rios de Minas/MG;MG;3123908;BRA.13.271_1; 15.380 ;0,672;0,673;0,802;0,563;0,281;0,191;0,332;0,321; 0,525 ;;;;;
São Mateus/ES;ES;3204906;BRA.8.68_1; 132.642 ;0,735;0,719;0,843;0,655;0,281;0,166;0,324;0,354; 0,835 ;;;;;
Ibatiba/ES;ES;3202454;BRA.8.28_1; 26.426 ;0,647;0,651;0,83;0,501;0,281;0,098;0,362;0,383; 0,427 ;;;;;
Bodoquena/MS;MS;5002159;BRA.11.15_1; 7.838 ;0,666;0,665;0,776;0,573;0,281;0,068;0,396;0,38; 0,501 ;;;;;
Mesópolis/SP;SP;3529658;BRA.25.335_1; 1.905 ;0,724;0,674;0,847;0,666;0,281;0,307;0,309;0,226; 0,781 ;;;;;
Taquarivaí/SP;SP;3553856;BRA.25.602_1; 5.911 ;0,679;0,617;0,811;0,626;0,281;0,074;0,435;0,335; 0,554 ;;;;;
Avaí/SP;SP;3504305;BRA.25.50_1; 5.436 ;0,714;0,674;0,83;0,65;0,281;0,141;0,423;0,279; 0,728 ;;;;;
Contenda/PR;PR;4106209;BRA.16.85_1; 18.837 ;0,681;0,697;0,816;0,555;0,281;0,216;0,352;0,274; 0,562 ;;;;;
Passos Maia/SC;SC;4212270;BRA.24.189_1; 4.109 ;0,659;0,648;0,808;0,547;0,281;0,088;0,374;0,382; 0,470 ;;;;;
Petrolândia/SC;SC;4212700;BRA.24.194_1; 5.905 ;0,716;0,74;0,802;0,618;0,281;0,228;0,249;0,367; 0,739 ;;;;;
Sapucaia do Sul/RS;RS;4320008;BRA.21.391_1; 141.808 ;0,726;0,726;0,844;0,624;0,281;0,314;0,307;0,221; 0,792 ;;;;;
Sério/RS;RS;4320453;BRA.21.400_1; 1.924 ;0,652;0,695;0,847;0,471;0,281;0,123;0,291;0,429; 0,445 ;;;;;
Cláudia/MT;MT;5103056;BRA.12.30_1; 12.245 ;0,699;0,719;0,809;0,586;0,281;0,102;0,422;0,318; 0,646 ;;;;;
Vila Propício/GO;GO;5222302;BRA.9.242_1; 5.882 ;0,634;0,629;0,802;0,505;0,281;0,082;0,357;0,404; 0,383 ;;;;;
Colorado do Oeste/RO;RO;1100064;BRA.22.14_1; 15.544 ;0,685;0,676;0,814;0,584;0,28;0,114;0,394;0,333; 0,581 ;;;;;
Cerejeiras/RO;RO;1100056;BRA.22.12_1; 16.204 ;0,692;0,688;0,799;0,602;0,28;0,144;0,365;0,33; 0,611 ;;;;;
Campina Grande/PB;PB;2504009;BRA.15.51_1; 411.807 ;0,72;0,702;0,812;0,654;0,28;0,123;0,352;0,365; 0,761 ;;;;;
São José do Sabugi/PB;PB;2514701;BRA.15.190_1; 4.147 ;0,617;0,584;0,781;0,514;0,28;0,087;0,365;0,388; 0,322 ;;;;;
Aimorés/MG;MG;3101102;BRA.13.11_1; 25.141 ;0,684;0,685;0,81;0,576;0,28;0,07;0,382;0,388; 0,576 ;;;;;
Ipanema/MG;MG;3131208;BRA.13.359_1; 20.000 ;0,693;0,67;0,848;0,586;0,28;0,081;0,358;0,4; 0,616 ;;;;;
Martins Soares/MG;MG;3140530;BRA.13.470_1; 8.531 ;0,635;0,619;0,809;0,512;0,28;0,049;0,457;0,335; 0,388 ;;;;;
Rochedo de Minas/MG;MG;3156205;BRA.13.656_1; 2.320 ;0,684;0,663;0,849;0,569;0,28;0,045;0,377;0,417; 0,576 ;;;;;
Varre-Sai/RJ;RJ;3306156;BRA.19.89_1; 11.106 ;0,659;0,636;0,81;0,555;0,28;0,019;0,398;0,424; 0,470 ;;;;;
São João da Barra/RJ;RJ;3305000;BRA.19.73_1; 36.423 ;0,671;0,686;0,8;0,551;0,28;0,171;0,329;0,341; 0,521 ;;;;;
São José do Vale do Rio Preto/RJ;RJ;3305158;BRA.19.76_1; 21.916 ;0,66;0,67;0,806;0,533;0,28;0,119;0,376;0,346; 0,474 ;;;;;
Macaé/RJ;RJ;3302403;BRA.19.37_1; 261.501 ;0,764;0,792;0,828;0,681;0,28;0,331;0,291;0,219; 0,942 ;;;;;
Altinópolis/SP;SP;3501004;BRA.25.12_1; 16.203 ;0,73;0,726;0,843;0,635;0,28;0,342;0,283;0,216; 0,811 ;;;;;
Herculândia/SP;SP;3519006;BRA.25.217_1; 9.588 ;0,727;0,68;0,809;0,698;0,28;0,134;0,338;0,369; 0,796 ;;;;;
Morretes/PR;PR;4116208;BRA.16.228_1; 16.446 ;0,686;0,71;0,837;0,544;0,28;0,132;0,355;0,352; 0,585 ;;;;;
Santo Expedito do Sul/RS;RS;4317954;BRA.21.356_1; 2.305 ;0,732;0,679;0,853;0,677;0,28;0,154;0,199;0,488; 0,821 ;;;;;
Barros Cassal/RS;RS;4302006;BRA.21.37_1; 11.182 ;0,65;0,69;0,795;0,5;0,28;0,056;0,412;0,373; 0,436 ;;;;;
Três Forquilhas/RS;RS;4321832;BRA.21.429_1; 2.669 ;0,662;0,661;0,813;0,539;0,28;0,071;0,414;0,356; 0,484 ;;;;;
Tiradentes do Sul/RS;RS;4321477;BRA.21.420_1; 5.616 ;0,689;0,705;0,815;0,569;0,28;0,094;0,339;0,408; 0,600 ;;;;;
Figueirão/MS;MS;5003900;#N/A; 3.059 ;0,66;0,677;0,83;0,511;0,28;0,201;0,403;0,235; 0,474 ;;;;;
Mundo Novo/MS;MS;5005681;BRA.11.50_1; 18.473 ;0,686;0,707;0,808;0,565;0,28;0,072;0,396;0,373; 0,585 ;;;;;
Figueirópolis D'Oeste/MT;MT;5103809;BRA.12.41_1; 3.452 ;0,679;0,665;0,786;0,599;0,28;0,124;0,384;0,331; 0,554 ;;;;;
Além Paraíba/MG;MG;3101508;BRA.13.15_1; 35.401 ;0,726;0,713;0,857;0,626;0,279;0,235;0,328;0,274; 0,792 ;;;;;
Baependi/MG;MG;3104908;BRA.13.53_1; 19.199 ;0,681;0,664;0,833;0,57;0,279;0,146;0,363;0,327; 0,562 ;;;;;
Bonfim/MG;MG;3108107;BRA.13.85_1; 6.860 ;0,637;0,669;0,834;0,464;0,279;0,132;0,325;0,379; 0,393 ;;;;;
Cristiano Otoni/MG;MG;3120409;BRA.13.227_1; 5.156 ;0,695;0,651;0,823;0,626;0,279;0,108;0,373;0,357; 0,626 ;;;;;
Boa Esperança/ES;ES;3201001;BRA.8.12_1; 15.092 ;0,679;0,651;0,816;0,59;0,279;0,099;0,378;0,359; 0,554 ;;;;;
Jataizinho/PR;PR;4112702;BRA.16.180_1; 12.638 ;0,687;0,669;0,845;0,574;0,279;0,163;0,349;0,326; 0,590 ;;;;;
Santo Antônio do Sudoeste/PR;PR;4124400;BRA.16.341_1; 20.261 ;0,671;0,69;0,807;0,543;0,279;0,077;0,407;0,354; 0,521 ;;;;;
Irati/SC;SC;4207858;BRA.24.123_1; 1.909 ;0,707;0,694;0,836;0,609;0,279;0,249;0,278;0,31; 0,691 ;;;;;
São Domingos do Sul/RS;RS;4318051;BRA.21.358_1; 3.083 ;0,763;0,78;0,839;0,68;0,279;0,342;0,195;0,3; 0,940 ;;;;;
Soledade/RS;RS;4320800;BRA.21.408_1; 31.035 ;0,731;0,727;0,861;0,625;0,279;0,152;0,361;0,323; 0,816 ;;;;;
Sinimbu/RS;RS;4320677;BRA.21.406_1; 10.162 ;0,631;0,697;0,792;0,456;0,279;0,087;0,464;0,285; 0,373 ;;;;;
General Câmara/RS;RS;4308805;BRA.21.166_1; 8.361 ;0,686;0,704;0,832;0,552;0,279;0,153;0,367;0,316; 0,585 ;;;;;
Glória de Dourados/MS;MS;5004007;BRA.11.35_1; 9.950 ;0,721;0,705;0,822;0,648;0,279;0,324;0,264;0,249; 0,766 ;;;;;
Guarantã do Norte/MT;MT;5104104;BRA.12.45_1; 36.130 ;0,703;0,692;0,826;0,609;0,279;0,136;0,346;0,354; 0,669 ;;;;;
Formosa/GO;GO;5208004;BRA.9.88_1; 123.684 ;0,744;0,726;0,852;0,666;0,279;0,141;0,385;0,31; 0,875 ;;;;;
Pedro Afonso/TO;TO;1716505;BRA.27.94_1; 13.773 ;0,732;0,699;0,846;0,664;0,278;0,185;0,323;0,325; 0,821 ;;;;;
Campos Altos/MG;MG;3111507;BRA.13.126_1; 15.563 ;0,702;0,69;0,86;0,582;0,278;0,287;0,304;0,243; 0,664 ;;;;;
Indianópolis/MG;MG;3130705;BRA.13.353_1; 6.951 ;0,674;0,664;0,834;0,554;0,278;0,149;0,448;0,238; 0,533 ;;;;;
Iraí de Minas/MG;MG;3131604;BRA.13.363_1; 7.027 ;0,695;0,705;0,847;0,563;0,278;0,15;0,367;0,316; 0,626 ;;;;;
Paracatu/MG;MG;3147006;BRA.13.555_1; 93.862 ;0,744;0,704;0,854;0,685;0,278;0,221;0,332;0,28; 0,875 ;;;;;
Santa Maria de Jetibá/ES;ES;3204559;BRA.8.63_1; 41.015 ;0,671;0,695;0,834;0,521;0,278;0,079;0,35;0,404; 0,521 ;;;;;
Apiacá/ES;ES;3200508;BRA.8.7_1; 7.554 ;0,673;0,659;0,841;0,549;0,278;0,039;0,418;0,376; 0,529 ;;;;;
São Bernardo do Campo/SP;SP;3548708;BRA.25.546_1; 844.483 ;0,805;0,807;0,861;0,752;0,278;0,406;0,223;0,206; 0,994 ;;;;;
Ituverava/SP;SP;3524105;BRA.25.275_1; 42.045 ;0,765;0,768;0,841;0,694;0,278;0,401;0,209;0,223; 0,945 ;;;;;
Ibiá/MG;MG;3129509;BRA.13.337_1; 25.358 ;0,718;0,736;0,877;0,573;0,278;0,205;0,343;0,285; 0,749 ;;;;;
Álvaro de Carvalho/SP;SP;3501400;BRA.25.17_1; 5.274 ;0,688;0,669;0,805;0,605;0,278;0,259;0,323;0,253; 0,595 ;;;;;
Biritiba Mirim/SP;SP;3506607;BRA.25.75_1; 32.936 ;0,712;0,71;0,795;0,64;0,278;0,187;0,341;0,305; 0,717 ;;;;;
Braúna/SP;SP;3507704;BRA.25.88_1; 5.741 ;0,737;0,725;0,83;0,664;0,278;0,283;0,329;0,221; 0,842 ;;;;;
Gália/SP;SP;3516606;BRA.25.191_1; 6.482 ;0,709;0,684;0,823;0,634;0,278;0,166;0,347;0,321; 0,701 ;;;;;
Honório Serpa/PR;PR;4109658;BRA.16.141_1; 5.119 ;0,683;0,645;0,807;0,612;0,278;0,034;0,341;0,458; 0,571 ;;;;;
Saudade do Iguaçu/PR;PR;4126272;BRA.16.364_1; 5.539 ;0,699;0,695;0,803;0,611;0,278;0,113;0,302;0,42; 0,646 ;;;;;
Xambrê/PR;PR;4128807;BRA.16.401_1; 5.630 ;0,706;0,703;0,825;0,606;0,278;0,257;0,285;0,291; 0,684 ;;;;;
Iraceminha/SC;SC;4207759;BRA.24.121_1; 3.938 ;0,722;0,71;0,845;0,628;0,278;0,169;0,304;0,361; 0,772 ;;;;;
José Boiteux/SC;SC;4209151;BRA.24.139_1; 5.007 ;0,694;0,689;0,841;0,578;0,278;0,172;0,341;0,32; 0,622 ;;;;;
Barracão/RS;RS;4301800;BRA.21.36_1; 5.256 ;0,71;0,711;0,885;0,568;0,278;0,227;0,304;0,303; 0,705 ;;;;;
Ipameri/GO;GO;5210109;BRA.9.109_1; 27.174 ;0,701;0,711;0,823;0,588;0,278;0,247;0,269;0,318; 0,658 ;;;;;
Fortaleza do Tabocão/TO;TO;1708254;BRA.27.54_1; 2.602 ;0,659;0,616;0,808;0,575;0,277;0,012;0,423;0,397; 0,470 ;;;;;
Curvelo/MG;MG;3120904;BRA.13.234_1; 80.616 ;0,713;0,689;0,851;0,617;0,277;0,149;0,338;0,344; 0,722 ;;;;;
Prados/MG;MG;3152709;BRA.13.620_1; 9.080 ;0,689;0,66;0,865;0,574;0,277;0,103;0,362;0,365; 0,600 ;;;;;
Tiros/MG;MG;3168903;BRA.13.811_1; 6.424 ;0,683;0,703;0,852;0,532;0,277;0,186;0,307;0,337; 0,571 ;;;;;
Jerônimo Monteiro/ES;ES;3203106;BRA.8.40_1; 12.265 ;0,698;0,685;0,844;0,589;0,277;0,147;0,342;0,341; 0,641 ;;;;;
Martinópolis/SP;SP;3529203;BRA.25.330_1; 26.628 ;0,721;0,703;0,832;0,641;0,277;0,229;0,326;0,275; 0,766 ;;;;;
Pedro de Toledo/SP;SP;3537206;BRA.25.421_1; 11.421 ;0,696;0,654;0,812;0,634;0,277;0,14;0,367;0,325; 0,630 ;;;;;
Sorocaba/SP;SP;3552205;BRA.25.583_1; 687.357 ;0,798;0,792;0,843;0,762;0,277;0,401;0,219;0,21; 0,991 ;;;;;
Campinas/SP;SP;3509502;BRA.25.108_1; 1.213.792 ;0,805;0,829;0,86;0,731;0,277;0,404;0,238;0,188; 0,994 ;;;;;
Estrela do Norte/SP;SP;3515301;BRA.25.175_1; 2.770 ;0,74;0,693;0,818;0,714;0,277;0,307;0,239;0,286; 0,857 ;;;;;
